,ID,MTS,AMOUNT,PRICE
11,264773208,1530625479523,-207.691818,37.49
0,264773871,1530625621541,1.9999,37.403
1,264773734,1530625612530,-27.0,37.4
2,264773724,1530625607819,-7.41,37.4
3,264773723,1530625607816,-6.0,37.401
4,264773542,1530625573724,-2.49918852,37.361
5,264773541,1530625573722,-0.80081148,37.367
6,264773523,1530625564705,-30.11545428,37.361
7,264773522,1530625564702,-24.78054572,37.371
8,264773521,1530625564700,-0.6,37.379
9,264773520,1530625564693,-24.5,37.393
10,264773519,1530625564691,-7.004,37.393
11,264773518,1530625564689,-13.0,37.393
12,264773453,1530625555865,1.0,37.409
0,264773871,1530625621541,1.9999,37.403
0,264773884,1530625623884,-14.73864572,37.361
1,264773871,1530625621541,1.9999,37.403
0,264774788,1530625745455,-247.31698076,37.477
1,264774787,1530625745452,-25.0,37.492
2,264774786,1530625745451,-41.50301924,37.492
3,264774654,1530625726706,-112.39538764,37.492
4,264774653,1530625726703,-25.0,37.493
5,264774652,1530625726701,-0.73961,37.493
6,264774607,1530625720858,0.6,37.491
7,264774606,1530625720853,4.43988348,37.489
8,264774605,1530625720850,0.6,37.489
9,264774604,1530625720845,2.73138414,37.489
10,264774603,1530625720841,13.5103255,37.488
11,264774602,1530625720838,24.22,37.488
12,264774566,1530625714217,-5.26039,37.478
13,264774552,1530625704491,104.77,37.477
14,264774551,1530625704489,21.2,37.476
15,264774550,1530625704486,5.14741339,37.476
16,264774267,1530625688296,0.6,37.435
17,264774258,1530625686848,20.83784978,37.43
18,264774251,1530625686552,4.02093842,37.43
19,264774247,1530625686330,5.99602626,37.43
20,264774246,1530625686326,0.00030298,37.416
21,264774243,1530625686188,13.05969702,37.416
22,264774242,1530625686184,0.00030298,37.409
23,264774235,1530625684809,2.198,37.409
24,264774215,1530625684417,5.57090785,37.409
25,264774214,1530625684037,3.43514536,37.409
26,264774213,1530625683873,7.92921445,37.409
27,264774212,1530625683730,2.88089472,37.409
28,264774175,1530625679781,7.175,37.37
29,264774167,1530625679297,1.428,37.37
30,264774166,1530625679287,2.377,37.37
31,264774125,1530625662717,-37.35328852,37.361
32,264774124,1530625662714,-52.64671148,37.361
33,264774123,1530625662710,-90.0,37.369
34,264774122,1530625662708,-20.0,37.37
35,264774120,1530625662268,-6.2,37.369
36,264774119,1530625662073,10.0,37.408
37,264774116,1530625659464,9.999e-05,37.408
38,264774110,1530625656783,-0.43445493,37.368
39,264774100,1530625652962,-0.59302031,37.365
40,264773927,1530625634389,19.89212464,37.409
41,264773926,1530625634385,24.78054572,37.408
42,264773925,1530625634383,13.29,37.404
43,264773923,1530625634380,59.32,37.403
44,264773922,1530625634378,25.0,37.403
45,264773921,1530625634376,4.0001,37.403
46,264773884,1530625623884,-14.73864572,37.361
0,264774788,1530625745455,-247.31698076,37.477
0,264774788,1530625745455,-247.31698076,37.477
0,264774788,1530625745455,-247.31698076,37.477
0,264775119,1530625822870,-0.6,37.414
1,264775101,1530625816513,-117.31962575,37.431
2,264775100,1530625816510,-0.6,37.435
3,264775099,1530625816505,-4.9,37.436
4,264775098,1530625816503,-5.8,37.45
5,264774788,1530625745455,-247.31698076,37.477
0,264775487,1530625887319,8.902265,37.498
1,264775486,1530625887317,9.0,37.494
2,264775485,1530625887315,0.6,37.491
3,264775484,1530625887309,0.6,37.489
4,264775483,1530625887303,33.897735,37.486
5,264775233,1530625857390,3.55806735,37.451
6,264775232,1530625857388,2.94995239,37.436
7,264775231,1530625857385,2.25115761,37.435
8,264775230,1530625857381,1.24082265,37.434
9,264775119,1530625822870,-0.6,37.414
0,264775487,1530625887319,8.902265,37.498
0,264775820,1530625913571,-1.926332,37.565
1,264775814,1530625912225,20.0,37.62
2,264775788,1530625909070,0.6,37.603
3,264775785,1530625908696,34.98886986,37.59549023
4,264775780,1530625908324,34.98681761,37.594
5,264775777,1530625907933,24.91601578,37.584
6,264775776,1530625907881,0.07992074,37.584
7,264775774,1530625907790,10.0,37.584
8,264775772,1530625907648,24.52228,37.57
9,264775770,1530625907580,1.87772,37.57
10,264775769,1530625907575,8.5,37.57
11,264775768,1530625907573,24.52228,37.57
12,264775758,1530625907203,34.9,37.57
13,264775748,1530625906509,0.6,37.564
14,264775742,1530625906273,58.25727088,37.55
15,264775741,1530625906269,3.5569,37.549
16,264775691,1530625899572,0.24272912,37.55
17,264775690,1530625899568,0.6,37.547
18,264775665,1530625897848,26.4,37.517
19,264775654,1530625897336,13.5436,37.516
20,264775653,1530625897334,0.000964,37.505
21,264775571,1530625893541,7.729,37.505
22,264775558,1530625892903,2.270036,37.505
23,264775557,1530625892900,44.301164,37.505
24,264775556,1530625892897,3.0,37.5
25,264775549,1530625892393,6.0,37.452
26,264775487,1530625887319,8.902265,37.498
0,264775820,1530625913571,-1.926332,37.565
0,264775820,1530625913571,-1.926332,37.565
0,264776279,1530625995346,10.84187188,37.69
1,264776278,1530625995344,0.6,37.66
2,264776217,1530625977346,-4.4,37.603
3,264776216,1530625977344,-0.6,37.603
4,264776215,1530625976779,20.419397,37.694
5,264776214,1530625976777,3.0,37.693
6,264776213,1530625976774,0.6,37.66
7,264776212,1530625976767,34.97921265,37.659
8,264776211,1530625976765,34.97775333,37.65738655
9,264776209,1530625976761,5.0,37.641
10,264776208,1530625976758,30.0,37.64
11,264776207,1530625976754,0.6,37.639
12,264776206,1530625976747,34.9717183,37.63632053
13,264776204,1530625976744,1.8,37.634
14,264776203,1530625976742,25.0,37.63
15,264776202,1530625976739,26.15191872,37.63
16,264776201,1530625976737,32.5,37.63
17,264775820,1530625913571,-1.926332,37.565
0,264776279,1530625995346,10.84187188,37.69
0,264776774,1530626152628,-2.34249553,37.622
1,264776773,1530626152567,-2.94068179,37.622
2,264776770,1530626151700,11.31911833,37.625
3,264776769,1530626151698,6.0,37.624
4,264776364,1530626029018,20.0,37.682
5,264776279,1530625995346,10.84187188,37.69
0,264776774,1530626152628,-2.34249553,37.622
0,264777081,1530626259845,1.8259,37.589
1,264777080,1530626259842,6.0,37.589
2,264776979,1530626222834,-32.5,37.593
3,264776978,1530626222832,-13.163,37.599
4,264776977,1530626222830,-40.48763439,37.599
5,264776961,1530626221094,24.0,37.6
6,264776960,1530626221090,6.0,37.6
7,264776900,1530626195721,-0.6,37.603
8,264776899,1530626195716,-6.9843,37.606
9,264776898,1530626195714,-25.0,37.609
10,264776897,1530626195711,-4.9,37.609
11,264776878,1530626191088,-5.99536114,37.608
12,264776877,1530626191086,-6.0,37.608
13,264776862,1530626181435,6.4635403,37.621
14,264776774,1530626152628,-2.34249553,37.622
0,264777081,1530626259845,1.8259,37.589
0,264777255,1530626327692,15.0,37.59
1,264777081,1530626259845,1.8259,37.589
0,264777255,1530626327692,15.0,37.59
0,264777255,1530626327692,15.0,37.59
0,264777673,1530626430762,6.46144597,37.55
1,264777672,1530626430758,0.7944109,37.549
2,264777645,1530626427044,-1.27724989,37.561
3,264777644,1530626427041,-6.0,37.564
4,264777643,1530626427039,-0.8747265,37.565
5,264777597,1530626419738,-1.27724989,37.582
6,264777596,1530626419736,-0.8747265,37.584
7,264777558,1530626415965,1.27724989,37.588
8,264777547,1530626415441,0.8747265,37.588
9,264777542,1530626415021,1.27724989,37.588
10,264777535,1530626414244,0.8747265,37.588
11,264777530,1530626414008,1.27724989,37.588
12,264777520,1530626413242,0.8747265,37.588
13,264777518,1530626412986,1.27724989,37.588
14,264777508,1530626412249,0.8747265,37.588
15,264777504,1530626412065,1.27724989,37.588
16,264777502,1530626411713,4.48717387,37.551
17,264777501,1530626411707,5.91852659,37.55
18,264777497,1530626411357,0.8747265,37.55
19,264777496,1530626411312,0.36112655,37.55
20,264777494,1530626411307,2.30071331,37.55
21,264777484,1530626410998,1.27724989,37.55
22,264777476,1530626410250,0.32981728,37.587
23,264777475,1530626410247,0.54490922,37.587
24,264777388,1530626395141,-6.3923,37.551
25,264777374,1530626385552,-9.4,37.551
26,264777373,1530626385550,-0.6,37.564
27,264777255,1530626327692,15.0,37.59
0,264777673,1530626430762,6.46144597,37.55
0,264777673,1530626430762,6.46144597,37.55
0,264777919,1530626496969,-0.8747265,37.546
1,264777901,1530626492660,-1.27724989,37.547
2,264777900,1530626492658,-0.6,37.547
3,264777755,1530626454625,-5.3229,37.548
4,264777673,1530626430762,6.46144597,37.55
0,264777919,1530626496969,-0.8747265,37.546
0,264778628,1530626631228,-4.3,37.548
1,264778566,1530626613049,0.794,37.55
2,264778559,1530626612531,0.6,37.547
3,264778558,1530626612526,0.0008,37.538
4,264778517,1530626609066,19.526,37.538
5,264778165,1530626544641,-3.79347078,37.481
6,264778164,1530626544638,-0.6,37.489
7,264778163,1530626544632,-0.6,37.491
8,264778162,1530626544627,-35.00555283,37.492
9,264778161,1530626544625,-0.00097639,37.53
10,264778051,1530626531189,-27.251,37.53
